,Interest,RepaymentPeriod,LoanAmount,EmployerName,InstallmentAmount,Boundery,LoanTypeName,YoB
0,1.0,12,30000.0,0,2500.0,1,8,1981.0
1,1.0,18,200000.0,0,11111.111111111111,1,3,1962.0
2,1.25,48,127350.0,1,2653.125,1,11,1946.0
7,1.0,30,1000000.0,1,33333.333333333336,1,1,1940.0
8,1.0,15,350000.0,0,23333.333333333332,1,3,1970.0
10,1.0,36,1000000.0,0,27777.777777777777,1,3,1980.0
11,1.0,12,10000.0,1,833.3333333333334,1,16,1955.0
12,1.25,48,166000.0,1,3458.3333333333335,1,20,1955.0
13,1.0,84,5000000.0,1,59523.80952380953,1,19,1990.0
14,1.0,30,200000.0,0,6666.666666666667,1,3,1966.0
15,1.0,12,150000.0,1,12500.0,1,3,1987.0
17,1.15,48,259188.0,1,5399.75,1,10,1960.0
18,1.25,48,212000.0,1,4416.666666666667,1,20,1948.0
19,1.15,84,1914750.0,0,22794.64285714286,1,10,1984.0
21,1.25,48,379000.0,1,7895.833333333333,1,20,1954.0
22,10.0,1,9000.0,1,9000.0,1,7,1954.0
23,1.0,12,45000.0,0,3750.0,1,2,1976.0
24,1.15,48,155512.0,1,3239.8333333333335,1,10,1949.0
25,1.25,48,214000.0,1,4458.333333333333,1,20,1949.0
26,1.25,60,462788.0,1,7713.133333333333,1,11,1950.0
27,10.0,1,25000.0,1,25000.0,1,7,1950.0
28,1.25,30,40000.0,1,1333.3333333333333,1,20,1950.0
29,1.0,12,50000.0,0,4166.666666666667,1,3,1990.0
30,1.0,30,1000000.0,0,33333.333333333336,1,3,1980.0
31,1.25,48,232000.0,1,4833.333333333333,1,20,1970.0
32,10.0,1,1700.0,1,1700.0,1,7,1970.0
34,1.15,20,56000.0,1,2800.0,1,17,1950.0
36,1.0,36,1000000.0,1,27777.777777777777,1,8,2015.0
38,1.45,72,698550.0,1,9702.083333333334,1,11,1952.0
39,1.0,24,60000.0,0,2500.0,1,8,1972.0
40,1.0,24,30000.0,0,1250.0,1,8,1958.0
41,10.0,1,10000.0,1,10000.0,1,9,1955.0
42,1.0,12,20000.0,0,1666.6666666666667,1,8,1949.0
43,1.0,24,120000.0,0,5000.0,1,8,1980.0
44,1.0,12,40000.0,1,3333.3333333333335,1,2,1940.0
45,1.25,48,570000.0,1,11875.0,1,20,1954.0
46,1.15,48,829400.0,1,17279.166666666668,1,10,1954.0
47,1.0,12,60000.0,1,5000.0,1,2,1956.0
48,1.15,48,4147000.0,1,86395.83333333333,1,10,1960.0
49,10.0,1,9000.0,1,9000.0,1,7,1949.0
50,1.25,48,180000.0,1,3750.0,1,20,1949.0
52,1.25,48,518000.0,1,10791.666666666666,1,20,1952.0
53,1.0,24,30000.0,0,1250.0,1,8,1985.0
54,1.0,12,60000.0,0,5000.0,1,8,1964.0
55,1.0,24,60000.0,0,2500.0,1,8,1982.0
56,1.25,48,50000.0,1,1041.6666666666667,1,20,1952.0
57,1.0,12,10000.0,1,833.3333333333334,1,16,1952.0
58,1.0,30,100000.0,1,3333.3333333333335,1,18,1955.0
59,1.0,12,60000.0,0,5000.0,1,8,1954.0
60,1.0,30,60000.0,0,2000.0,1,8,1973.0
61,1.0,30,25000.0,0,833.3333333333334,1,8,1962.0
62,1.0,36,120000.0,0,3333.3333333333335,1,8,1980.0
63,1.0,12,25000.0,0,2083.3333333333335,1,8,1968.0
64,1.25,48,145000.0,1,3020.8333333333335,1,20,1950.0
65,1.0,12,100000.0,1,8333.333333333334,1,2,1955.0
66,10.0,1,20000.0,1,20000.0,1,7,1955.0
67,1.15,72,1160225.0,1,16114.236111111111,1,10,1955.0
68,1.25,30,150000.0,1,5000.0,1,20,1955.0
69,1.0,12,35000.0,1,2916.6666666666665,1,16,1960.0
70,1.0,30,30000.0,0,1000.0,1,8,1988.0
71,1.0,12,20000.0,1,1666.6666666666667,1,2,1940.0
72,1.15,30,250000.0,1,8333.333333333334,1,17,1978.0
73,10.0,1,7000.0,1,7000.0,1,7,1949.0
74,1.15,72,263688.0,1,3662.3333333333335,1,10,1949.0
75,1.25,48,50000.0,1,1041.6666666666667,1,20,1949.0
76,1.25,48,155000.0,1,3229.1666666666665,1,20,1950.0
77,1.0,30,150000.0,1,5000.0,1,18,1954.0
78,1.0,12,30000.0,0,2500.0,1,8,1961.0
79,1.0,20,80000.0,1,4000.0,1,6,1956.0
80,1.25,30,135000.0,1,4500.0,1,20,1949.0
83,10.0,1,4200.0,1,4200.0,1,7,1954.0
84,10.0,1,6000.0,1,6000.0,1,13,1954.0
85,1.25,48,202000.0,1,4208.333333333333,1,20,1954.0
86,1.0,12,30000.0,1,2500.0,1,16,1954.0
87,1.0,12,20000.0,1,1666.6666666666667,1,2,1954.0
88,1.0,30,80000.0,1,2666.6666666666665,1,18,1954.0
89,1.0,12,30000.0,1,2500.0,1,16,1954.0
90,1.0,12,20000.0,1,1666.6666666666667,1,2,1954.0
91,1.25,48,432000.0,1,9000.0,1,20,1957.0
93,1.0,12,40000.0,1,3333.3333333333335,1,16,1954.0
94,1.25,30,105000.0,1,3500.0,1,20,1954.0
95,1.25,48,197000.0,1,4104.166666666667,1,20,1954.0
96,1.0,24,60000.0,0,2500.0,1,8,1983.0
97,1.25,36,200000.0,1,5555.555555555556,1,10,1957.0
98,10.0,1,15000.0,1,15000.0,1,7,1956.0
99,1.15,48,518375.0,1,10799.479166666666,1,10,1956.0
100,1.0,20,100000.0,1,5000.0,1,6,1940.0
101,1.0,30,4000000.0,0,133333.33333333334,1,1,1989.0
102,1.15,84,1702000.0,0,20261.904761904763,1,10,1989.0
103,1.0,12,30000.0,0,2500.0,1,8,1960.0
104,1.25,48,550000.0,1,11458.333333333334,1,20,1956.0
105,1.25,48,457000.0,1,9520.833333333334,1,20,1952.0
106,1.25,30,363562.0,1,12118.733333333334,1,11,1940.0
107,1.25,30,300000.0,1,10000.0,1,20,1940.0
108,1.45,60,682350.0,1,11372.5,1,11,1996.0
109,1.0,12,80000.0,1,6666.666666666667,1,2,1996.0
110,1.0,20,130000.0,1,6500.0,1,6,1955.0
111,10.0,1,1500.0,1,1500.0,1,7,1955.0
112,10.0,1,4000.0,1,4000.0,1,9,1955.0
113,1.15,84,638250.0,1,7598.214285714285,1,10,1952.0
115,10.0,1,12000.0,1,12000.0,1,7,1950.0
116,1.15,84,425500.0,1,5065.476190476191,1,10,1950.0
117,1.25,24,154687.5,1,6445.3125,1,10,1956.0
118,0.0,12,0.0,1,0.0,1,10,1955.0
119,1.0,12,36000.0,1,3000.0,1,16,1954.0
120,1.25,48,567000.0,1,11812.5,1,20,1954.0
121,1.25,48,100000.0,1,2083.3333333333335,1,20,1956.0
122,1.25,48,258000.0,1,5375.0,1,20,1956.0
123,1.15,72,1054750.0,1,14649.305555555555,1,10,1956.0
124,1.25,48,420000.0,1,8750.0,1,20,1955.0
125,10.0,1,25000.0,1,25000.0,1,7,1955.0
